open,high,low,close,tick_volume
1.46278,1.46302,1.4622,1.46289,577
1.46286,1.46432,1.46215,1.46394,1168
1.4639199999999999,1.46462,1.46259,1.46264,1539
1.4626299999999999,1.46302,1.46066,1.46188,1809
1.4619,1.46217,1.46079,1.46132,1254
1.46128,1.46207,1.46029,1.46198,1356
1.4619900000000001,1.46257,1.46157,1.46205,1303
1.4620600000000001,1.46336,1.46089,1.4628700000000001,1731
1.4628700000000001,1.46403,1.46123,1.46146,2568
1.46149,1.46198,1.45915,1.45991,2675
1.4599199999999999,1.4614099999999999,1.45965,1.46071,2376
1.46072,1.46075,1.45786,1.45891,2748
1.45893,1.4618,1.45862,1.46089,2354
1.46083,1.46143,1.4592800000000001,1.46049,2390
1.4604599999999999,1.46242,1.45611,1.45791,3445
1.45795,1.46128,1.45682,1.45939,3761
1.45943,1.46072,1.45747,1.45976,3790
1.45979,1.462,1.45846,1.46159,3249
1.46169,1.46361,1.46042,1.46361,2232
1.46362,1.46847,1.46301,1.46784,3189
1.46789,1.46834,1.46553,1.46579,2073
1.46577,1.4675799999999999,1.46569,1.46747,1698
1.46745,1.46747,1.46556,1.4657200000000001,1007
1.4657,1.46662,1.46552,1.4661,893
1.466,1.4671699999999999,1.46598,1.4662600000000001,909
1.4663,1.46733,1.46586,1.46698,930
1.4669699999999999,1.4681,1.46649,1.46783,1641
1.4678499999999999,1.46805,1.46652,1.46682,1472
1.4668,1.46683,1.46619,1.46648,1167
1.46649,1.46825,1.46648,1.4681,1619
1.46808,1.46811,1.46671,1.4669400000000001,1604
1.46693,1.46857,1.46693,1.46797,2020
1.46793,1.46937,1.46757,1.46899,3009
1.46885,1.47079,1.46804,1.47042,3247
1.47036,1.47113,1.46899,1.47035,2496
1.47037,1.47082,1.46822,1.4686,2615
1.46862,1.46868,1.46693,1.46772,1733
1.4677,1.46858,1.46671,1.4674,2444
1.46743,1.46868,1.46526,1.46856,3118
1.46851,1.47059,1.4647299999999999,1.46615,4040
1.46615,1.46905,1.4641199999999999,1.46864,4006
1.46863,1.4706299999999999,1.46814,1.4696,3274
1.46964,1.4732,1.46964,1.47012,3250
1.47006,1.47192,1.46954,1.47171,2153
1.47174,1.4736099999999999,1.47143,1.4721899999999999,2431
1.47218,1.47326,1.4708700000000001,1.47301,1756
1.4729999999999999,1.47343,1.47078,1.4708999999999999,1388
1.4708700000000001,1.47174,1.47058,1.47078,714
1.47069,1.47135,1.4703300000000001,1.47039,984
1.47041,1.4720900000000001,1.4703300000000001,1.47081,951
1.47075,1.4718200000000001,1.47045,1.47103,1515
1.47104,1.47168,1.47061,1.47143,1222
1.47144,1.47269,1.4713,1.47248,1443
1.47241,1.47337,1.47203,1.47264,1662
1.47267,1.4733100000000001,1.47198,1.47264,1419
1.47266,1.47465,1.47241,1.47371,1866
1.47373,1.47652,1.47347,1.4747,3080
1.47476,1.4752100000000001,1.47321,1.4742199999999999,2788
1.4742199999999999,1.4748299999999999,1.47276,1.4733,2758
1.4733100000000001,1.47473,1.4727999999999999,1.47438,1985
1.4744,1.47449,1.47252,1.47259,1698
1.4726,1.47283,1.47064,1.47108,2798
1.47104,1.4719,1.46958,1.47051,3371
1.47051,1.4742899999999999,1.46879,1.4739900000000001,3581
1.47397,1.47589,1.47272,1.47434,3730
1.4743,1.47539,1.47305,1.4734,2760
1.4734099999999999,1.47481,1.47144,1.47149,2751
1.4715,1.4726,1.46981,1.47234,2107
1.47233,1.47535,1.47201,1.47488,2333
1.47488,1.47497,1.47253,1.47316,1900
1.47313,1.47451,1.47287,1.47403,1079
1.4739900000000001,1.4747,1.47354,1.47437,581
1.47431,1.47431,1.47363,1.4739900000000001,705
1.47397,1.47437,1.47283,1.47312,1063
1.4731,1.47369,1.47234,1.47253,1272
1.47256,1.47272,1.46982,1.4699900000000001,1961
1.46987,1.47143,1.46948,1.4702899999999999,1740
1.47025,1.4717,1.47019,1.47169,1203
1.47169,1.4723899999999999,1.47133,1.47228,1119
1.47227,1.47299,1.4715,1.47258,1727
1.47257,1.47293,1.46845,1.4698,2547
1.46981,1.47038,1.46607,1.46662,2959
1.46655,1.46865,1.46471,1.46811,3102
1.4681199999999999,1.47085,1.46754,1.4705,2414
1.47049,1.47137,1.46949,1.47088,1741
1.47089,1.4718,1.46958,1.47092,2306
1.47093,1.4716,1.46982,1.47101,2648
1.47103,1.47357,1.4705,1.47089,3400
1.47084,1.47263,1.46801,1.47202,3839
1.47204,1.47286,1.47035,1.47035,3107
1.4702899999999999,1.4729999999999999,1.4693100000000001,1.47234,2645
1.47234,1.47251,1.47119,1.47136,1864
1.47134,1.47233,1.47086,1.47203,1672
1.47201,1.47265,1.47018,1.47018,1377
1.47018,1.47106,1.4697,1.47106,897
1.46953,1.47021,1.46837,1.47001,794
1.4699499999999999,1.4708700000000001,1.4699499999999999,1.47023,717
1.47028,1.47125,1.47027,1.4703300000000001,945
1.4703300000000001,1.47073,1.4683,1.47025,1682
1.4703,1.47061,1.46885,1.46922,1178
1.46917,1.46932,1.4677799999999999,1.46822,852
1.46824,1.46944,1.46822,1.46847,1275
1.46848,1.4685000000000001,1.46609,1.46638,1914
1.46639,1.46728,1.4637,1.46654,3165
1.4665300000000001,1.46664,1.46479,1.46509,2305
1.4650699999999999,1.46719,1.46421,1.4662,2166
1.46622,1.46625,1.46451,1.46574,1973
1.46582,1.4660199999999999,1.46431,1.466,2106
1.46597,1.46709,1.46561,1.46664,1708
1.4666299999999999,1.46699,1.46118,1.4627,3213
1.46262,1.46608,1.4611,1.46515,3324
1.46516,1.4662600000000001,1.46363,1.46561,3530
1.46554,1.47017,1.46491,1.46901,3191
1.46903,1.46926,1.46711,1.46765,1924
1.46766,1.46903,1.4671,1.46813,1596
1.4681899999999999,1.46869,1.46727,1.46759,1516
1.46757,1.46903,1.46716,1.46752,1615
1.4675099999999999,1.4681600000000001,1.4668700000000001,1.46791,1106
1.46789,1.46808,1.4671,1.46763,634
1.46793,1.46851,1.4674800000000001,1.46841,819
1.46848,1.46921,1.46784,1.46824,1050
1.4682,1.47078,1.4682,1.47005,1271
1.47006,1.47186,1.4699200000000001,1.47069,1473
1.47068,1.47215,1.4706000000000001,1.47174,1235
1.4717799999999999,1.47192,1.4712,1.47162,1258
1.47159,1.47208,1.47118,1.47133,998
1.47139,1.4718,1.47071,1.4712,1490
1.47129,1.47462,1.4706000000000001,1.4739,2572
1.47391,1.47912,1.47251,1.47788,3145
1.47784,1.47979,1.47725,1.47847,3035
1.47849,1.48112,1.47811,1.48054,2381
1.48055,1.48203,1.47904,1.47949,2158
1.47953,1.47979,1.47811,1.47833,1684
1.47834,1.48032,1.4773,1.47937,2730
1.4794,1.48148,1.47836,1.47848,3392
1.47847,1.47971,1.47689,1.47918,3412
1.47912,1.48061,1.4788700000000001,1.47936,2678
1.47939,1.48,1.4779,1.4779900000000001,1847
1.47798,1.47933,1.47789,1.4788000000000001,1921
1.4788299999999999,1.47932,1.47794,1.47904,1690
1.47903,1.48015,1.47862,1.47984,1738
1.4798499999999999,1.4800900000000001,1.47881,1.4788999999999999,1369
1.47892,1.4794800000000001,1.47859,1.47893,885
1.47889,1.47963,1.47879,1.47959,725
1.47955,1.4841199999999999,1.47939,1.4809,2120
1.48082,1.48103,1.47842,1.47938,1602
1.47936,1.48058,1.47888,1.48054,1440
1.48052,1.482,1.4794399999999999,1.48162,1453
1.48164,1.48204,1.48086,1.4809,1203
1.48089,1.4822600000000001,1.4808,1.48138,1471
1.48139,1.48198,1.4806300000000001,1.48115,1904
1.48114,1.48132,1.47832,1.4786000000000001,2667
1.47859,1.48052,1.47828,1.48031,2778
1.48032,1.48047,1.47857,1.47934,2603
1.47931,1.4798499999999999,1.47753,1.47782,2451
1.47784,1.4788000000000001,1.4769999999999999,1.47713,2100
1.4771,1.4788000000000001,1.4766599999999999,1.47855,1943
1.47854,1.47915,1.4769,1.47818,2683
1.4782,1.47872,1.47581,1.47658,2871
1.47653,1.47807,1.47529,1.47798,3454
1.47797,1.47797,1.47317,1.47505,3311
1.47506,1.47762,1.47506,1.47743,1805
1.47741,1.47889,1.4769,1.4786000000000001,1484
1.47858,1.48427,1.4764,1.47963,4341
1.47966,1.48139,1.47289,1.47416,3896
1.4741900000000001,1.47468,1.4727299999999999,1.47339,1879
1.47344,1.4736799999999999,1.46899,1.46899,1231
1.46886,1.47194,1.46865,1.47111,1485
1.47109,1.47278,1.47039,1.4727299999999999,1016
1.47284,1.47526,1.4726,1.47508,1704
1.47506,1.47532,1.47383,1.4740199999999999,1522
1.47401,1.47406,1.4720900000000001,1.47251,1770
1.47252,1.4727000000000001,1.47132,1.47223,1957
1.47221,1.47244,1.47099,1.4721600000000001,1680
1.47217,1.47337,1.47138,1.47258,1844
1.47259,1.47637,1.4724300000000001,1.47633,2801
1.47632,1.47679,1.47467,1.47632,3361
1.4763,1.4763600000000001,1.47367,1.47588,3284
1.4758499999999999,1.47868,1.47571,1.4781,3053
1.47814,1.47837,1.47637,1.47668,2404
1.47667,1.47852,1.47606,1.47852,2303
1.47859,1.48016,1.47676,1.47913,3235
1.47911,1.47965,1.47475,1.47549,3641
1.47515,1.47538,1.46773,1.47071,4760
1.4707,1.47081,1.4675500000000001,1.4695,3787
1.46947,1.4707,1.46772,1.4683,2736
1.46833,1.46943,1.46347,1.4638499999999999,3152
1.46386,1.46554,1.46282,1.4653100000000001,2564
1.4653,1.46639,1.46452,1.4655,1810
1.46552,1.4666299999999999,1.46478,1.46639,1097
1.46632,1.46632,1.46527,1.46606,667
1.46608,1.46645,1.46512,1.4653399999999999,783
1.46546,1.46618,1.46228,1.46495,2301
1.46496,1.46635,1.46189,1.46275,2351
1.46274,1.46407,1.46142,1.46335,2124
1.46334,1.4660199999999999,1.4632399999999999,1.46564,1761
1.46561,1.4657,1.46456,1.46559,1269
1.46558,1.46994,1.4652,1.4678,2538
1.4678200000000001,1.46935,1.46764,1.46932,2063
1.4693100000000001,1.47042,1.4678,1.46881,3064
1.46884,1.46892,1.4664,1.46835,3224
1.46831,1.46892,1.46665,1.46855,2648
1.46857,1.4695,1.46829,1.46925,2153
1.46922,1.47194,1.46903,1.4694099999999999,2794
1.46936,1.46936,1.4672,1.46764,2145
1.46765,1.4677,1.4623,1.46433,3815
1.46432,1.46807,1.4638,1.46803,3854
1.46795,1.47172,1.46655,1.4689999999999999,4491
1.46902,1.4723899999999999,1.4681199999999999,1.4681199999999999,3553
1.46811,1.4684,1.46645,1.46761,2559
1.4676,1.46779,1.46467,1.46678,2353
1.46682,1.46753,1.46571,1.46627,2199
1.4662600000000001,1.46774,1.46625,1.46686,1674
1.46684,1.46946,1.4668,1.46881,1085
1.47011,1.47052,1.46828,1.4702899999999999,1992
1.47031,1.47193,1.46925,1.47076,2537
1.47075,1.47116,1.46369,1.46442,2538
1.4644300000000001,1.4651399999999999,1.45729,1.4585,2995
1.45851,1.4599199999999999,1.4580899999999999,1.45865,1836
1.45864,1.4589400000000001,1.45723,1.45777,1586
1.45778,1.45949,1.4564,1.45909,1918
1.45908,1.46061,1.45811,1.45923,2188
1.45916,1.4629699999999999,1.45847,1.46278,2990
1.46279,1.46341,1.46029,1.46065,2583
1.46071,1.46313,1.46041,1.4628,2216
1.46279,1.4641600000000001,1.46261,1.46339,2190
1.46335,1.464,1.46242,1.46289,1953
1.46288,1.4664,1.46282,1.46421,2491
1.46418,1.46686,1.46414,1.46444,2757
1.46445,1.4659900000000001,1.46313,1.46508,3381
1.4651399999999999,1.46696,1.46264,1.46288,3684
1.46289,1.46603,1.46221,1.46481,3228
1.46483,1.4678,1.46059,1.46159,2781
1.4616,1.46254,1.45971,1.46139,2360
1.46136,1.46192,1.45873,1.45901,2331
1.45903,1.46045,1.45903,1.4604300000000001,1573
1.46044,1.46216,1.45994,1.46216,1546
1.46217,1.46254,1.4612,1.46128,623
1.46132,1.46298,1.46132,1.46279,655
1.46277,1.4634,1.46189,1.46211,1089
1.46213,1.46249,1.45927,1.45934,1908
1.45936,1.46126,1.45851,1.46126,1815
1.46129,1.46327,1.46116,1.46193,1761
1.46191,1.46308,1.46167,1.46259,1366
1.46258,1.46397,1.4624,1.46332,1775
1.46334,1.46452,1.4623599999999999,1.46293,2177
1.46296,1.4634,1.46161,1.46286,2982
1.4628999999999999,1.46333,1.45675,1.45778,3984
1.45776,1.4594,1.45583,1.45909,3174
1.45902,1.45956,1.45632,1.45688,3021
1.45689,1.45885,1.4536,1.45578,3560
1.45577,1.45761,1.45471,1.45492,2730
1.45491,1.45627,1.45376,1.4558900000000001,2981
1.45583,1.45781,1.45329,1.4537900000000001,4118
1.45367,1.45663,1.45274,1.4543300000000001,4320
1.4543599999999999,1.45648,1.45361,1.45515,3352
1.45519,1.45796,1.45367,1.45796,2652
1.45798,1.45835,1.4566,1.45805,2070
1.4581,1.45821,1.45664,1.45679,1854
1.45685,1.45824,1.45685,1.4571100000000001,1735
1.45708,1.45871,1.45676,1.45871,1292
1.45874,1.45893,1.45792,1.45832,616
1.45838,1.45886,1.45762,1.45847,794
1.45842,1.45967,1.45803,1.4593099999999999,1201
1.45929,1.46047,1.45839,1.45981,2164
1.45983,1.46248,1.4596,1.46227,2219
1.46228,1.46322,1.46182,1.46299,1817
1.463,1.46302,1.4613800000000001,1.462,1394
1.46203,1.4626000000000001,1.4615,1.4624,1291
1.46241,1.46319,1.46156,1.46319,1774
1.4632,1.4644,1.4614500000000001,1.46191,2902
1.4619,1.46197,1.45996,1.46031,2721
